    0.1000000000E+01    0.5238804392E+00
    0.1023292992E+01    0.3827623287E+00
    0.1047128547E+01    0.2834860966E+00
    0.1071519304E+01    0.2134384995E+00
    0.1096478194E+01    0.1638187339E+00
    0.1122018451E+01    0.1284856079E+00
    0.1148153618E+01    0.1031533359E+00
    0.1174897551E+01    0.8483052911E-01
    0.1202264430E+01    0.7142883665E-01
    0.1230268765E+01    0.6148993431E-01
    0.1258925405E+01    0.5399507070E-01
    0.1288249544E+01    0.4823220531E-01
    0.1318256730E+01    0.4370332191E-01
    0.1348962874E+01    0.4005976829E-01
    0.1380384255E+01    0.3705714681E-01
    0.1412537534E+01    0.3452384366E-01
    0.1445439759E+01    0.3233907252E-01
    0.1479108375E+01    0.3041755532E-01
    0.1513561234E+01    0.2869883330E-01
    0.1548816604E+01    0.2713980812E-01
    0.1584893176E+01    0.2570953636E-01
    0.1621810080E+01    0.2438559609E-01
    0.1659586889E+01    0.2315155014E-01
    0.1698243632E+01    0.2199517467E-01
    0.1737800807E+01    0.2090722144E-01
    0.1778279387E+01    0.1988055275E-01
    0.1819700834E+01    0.1890953625E-01
    0.1862087111E+01    0.1798962117E-01
    0.1905460691E+01    0.1711704124E-01
    0.1949844571E+01    0.1628860589E-01
    0.1995262284E+01    0.1550155337E-01
    0.2041737912E+01    0.1475344687E-01
    0.2089296096E+01    0.1404210084E-01
    0.2137962053E+01    0.1336552842E-01
    0.2187761586E+01    0.1272190361E-01
    0.2238721098E+01    0.1210953387E-01
    0.2290867610E+01    0.1152683990E-01
    0.2344228771E+01    0.1097234061E-01
    0.2398832872E+01    0.1044464173E-01
    0.2454708866E+01    0.9942426919E-02
    0.2511886380E+01    0.9464450784E-02
    0.2570395729E+01    0.9009533187E-02
    0.2630267935E+01    0.8576554509E-02
    0.2691534744E+01    0.8164451638E-02
    0.2754228641E+01    0.7772214470E-02
    0.2818382866E+01    0.7398882817E-02
    0.2884031435E+01    0.7043543629E-02
    0.2951209155E+01    0.6705328461E-02
    0.3019951646E+01    0.6383411138E-02
    0.3090295355E+01    0.6077005593E-02
    0.3162277579E+01    0.5785363846E-02
    0.3235936484E+01    0.5507774105E-02
    0.3311311126E+01    0.5243558978E-02
    0.3388441469E+01    0.4992073789E-02
    0.3467368408E+01    0.4752704976E-02
    0.3548133792E+01    0.4524868579E-02
    0.3630780443E+01    0.4308008805E-02
    0.3715352182E+01    0.4101596658E-02
    0.3801893850E+01    0.3905128650E-02
    0.3890451332E+01    0.3718125563E-02
    0.3981071583E+01    0.3540131277E-02
    0.4073802650E+01    0.3370711658E-02
    0.4168693702E+01    0.3209453497E-02
    0.4265795050E+01    0.3055963498E-02
    0.4365158179E+01    0.2909867320E-02
    0.4466835772E+01    0.2770808664E-02
    0.4570881741E+01    0.2638448401E-02
    0.4677351252E+01    0.2512463746E-02
    0.4786300756E+01    0.2392547468E-02
    0.4897788020E+01    0.2278407144E-02
    0.5011872156E+01    0.2169764443E-02
    0.5128613653E+01    0.2066354446E-02
    0.5248074408E+01    0.1967925001E-02
    0.5370317762E+01    0.1874236109E-02
    0.5495408529E+01    0.1785059337E-02
    0.5623413035E+01    0.1700177257E-02
    0.5754399148E+01    0.1619382924E-02
    0.5888436320E+01    0.1542479363E-02
    0.6025595619E+01    0.1469279092E-02
    0.6165949768E+01    0.1399603664E-02
    0.6309573185E+01    0.1333283232E-02
    0.6456542021E+01    0.1270156135E-02
    0.6606934201E+01    0.1210068502E-02
    0.6760829465E+01    0.1152873876E-02
    0.6918309410E+01    0.1098432860E-02
    0.7079457534E+01    0.1046612775E-02
    0.7244359280E+01    0.9972873347E-03
    0.7413102081E+01    0.9503363393E-03
    0.7585775407E+01    0.9056453820E-03
    0.7762470811E+01    0.8631055696E-03
    0.7943281979E+01    0.8226132566E-03
    0.8128304781E+01    0.7840697928E-03
    0.8317637317E+01    0.7473812819E-03
    0.8511379975E+01    0.7124583530E-03
    0.8709635478E+01    0.6792159424E-03
    0.8912508946E+01    0.6475730858E-03
    0.9120107943E+01    0.6174527210E-03
    0.9332542542E+01    0.5887814999E-03
    0.9549925379E+01    0.5614896093E-03
    0.9772371712E+01    0.5355106005E-03
    0.9999999485E+01    0.5107812278E-03
    0.1023292939E+02    0.4872412932E-03
    0.1047128493E+02    0.4648335003E-03
    0.1071519248E+02    0.4435033143E-03
    0.1096478137E+02    0.4231988287E-03
    0.1122018394E+02    0.4038706388E-03
    0.1148153559E+02    0.3854717211E-03
    0.1174897490E+02    0.3679573189E-03
    0.1202264368E+02    0.3512848323E-03
    0.1230268702E+02    0.3354137153E-03
    0.1258925341E+02    0.3203053757E-03
    0.1288249478E+02    0.3059230821E-03
    0.1318256663E+02    0.2922318733E-03
    0.1348962804E+02    0.2791984735E-03
