    0.1000000000E+02    0.5289621915E-19
    0.1006250000E+02    0.3189843256E-19
    0.1012500000E+02    0.2286742224E-19
    0.1018750000E+02    0.1756570522E-19
    0.1025000000E+02    0.1398427689E-19
    0.1031250000E+02    0.1244367309E-19
    0.1037500000E+02    0.1030499879E-19
    0.1043750000E+02    0.9062946541E-20
    0.1050000000E+02    0.8048447055E-20
    0.1056250000E+02    0.7568599606E-20
    0.1062500000E+02    0.7323755867E-20
    0.1068750000E+02    0.7109620243E-20
    0.1075000000E+02    0.6809860498E-20
    0.1081250000E+02    0.6573659559E-20
    0.1087500000E+02    0.6226347244E-20
    0.1093750000E+02    0.5978720599E-20
    0.1100000000E+02    0.5731186614E-20
    0.1106250000E+02    0.5468381845E-20
    0.1112500000E+02    0.5324800466E-20
    0.1118750000E+02    0.5320967957E-20
    0.1125000000E+02    0.4974223558E-20
    0.1131250000E+02    0.4800166664E-20
    0.1137500000E+02    0.4857447890E-20
    0.1143750000E+02    0.4889447822E-20
    0.1150000000E+02    0.4571378348E-20
    0.1156250000E+02    0.4477108442E-20
    0.1162500000E+02    0.4645137242E-20
    0.1168750000E+02    0.4388029170E-20
    0.1175000000E+02    0.4185044803E-20
    0.1181250000E+02    0.4182128645E-20
    0.1187500000E+02    0.4328579444E-20
    0.1193750000E+02    0.4243642303E-20
    0.1200000000E+02    0.3912863402E-20
    0.1206250000E+02    0.3718252278E-20
    0.1212500000E+02    0.3571624280E-20
    0.1218750000E+02    0.3424514564E-20
    0.1225000000E+02    0.3326379413E-20
    0.1231250000E+02    0.3216721934E-20
    0.1237500000E+02    0.3049681951E-20
    0.1243750000E+02    0.3104103735E-20
    0.1250000000E+02    0.3037324481E-20
    0.1256250000E+02    0.2952974771E-20
    0.1262500000E+02    0.2869607987E-20
    0.1268750000E+02    0.2743958819E-20
    0.1275000000E+02    0.2725672394E-20
    0.1281250000E+02    0.2791693035E-20
    0.1287500000E+02    0.2876320566E-20
    0.1293750000E+02    0.2768943842E-20
    0.1300000000E+02    0.2735425013E-20
    0.1306250000E+02    0.2859489465E-20
    0.1312500000E+02    0.3031918535E-20
    0.1318750000E+02    0.2832285296E-20
    0.1325000000E+02    0.2625147615E-20
    0.1331250000E+02    0.2581096666E-20
    0.1337500000E+02    0.2477341317E-20
    0.1343750000E+02    0.2115247030E-20
    0.1350000000E+02    0.1694674010E-20
    0.1356250000E+02    0.1576321668E-20
    0.1362500000E+02    0.1680142851E-20
    0.1368750000E+02    0.1940164941E-20
    0.1375000000E+02    0.3453273809E-20
    0.1381250000E+02    0.6700373124E-20
